title	organization	location	mode	duration_weeks	stipend_per_month	description	requirements	req_1	req_2	req_3	req_4	req_5	req_6
Robotics Intern	Ola Cabs	Pune	Onsite	10	40000	Design user-friendly interfaces and conduct UX research.	Angular; React	Angular	React
Marketing Intern	Flipkart	Lucknow	Onsite	4	5000	Design user-friendly interfaces and conduct UX research.	Finance; Java; Azure	Finance	Java	Azure
ML Intern	IIT Bombay	Pune	Hybrid	8	30000	Assist in real-time project development and research.	Python; Azure	Python	Azure
UI/UX Intern	Accenture	Pune	Hybrid	4	5000	Prototype hardware systems and integrate IoT devices.	Finance; Data Analysis; Research; Tableau; Sensors	Finance	Data Analysis	Research	Tableau	Sensors
Finance Intern	Infosys	Chennai	Remote	8	30000	Prototype hardware systems and integrate IoT devices.	Tableau; Data Analysis; Community Work; Sensors; PyTorch	Tableau	Data Analysis	Community Work	Sensors	PyTorch
Data Science Intern	Wipro	Ahmedabad	Onsite	8	12000	Help in sustainability and NGO outreach programs.	React; Cybersecurity; Digital Marketing; SEO; AWS	React	Cybersecurity	Digital Marketing	SEO	AWS
Marketing Intern	OpenAI	Jaipur	Onsite	8	5000	Work with senior mentors on innovative product solutions.	Robotics; C++; Cloud	Robotics	C++	Cloud
ML Intern	Paytm	Mumbai	Hybrid	6	40000	Help in sustainability and NGO outreach programs.	Tableau; PyTorch; Angular; Cybersecurity	Tableau	PyTorch	Angular	Cybersecurity
AI Intern	Zomato	Chandigarh	Remote	16	5000	Design user-friendly interfaces and conduct UX research.	Cloud; JavaScript; Blockchain; Accounting; Research	Cloud	JavaScript	Blockchain	Accounting	Research
AI Intern	Microsoft	Chennai	Remote	6	40000	Support digital campaigns and prepare performance reports.	HTML; PowerBI; Python; Azure	HTML	PowerBI	Python	Azure
Cybersecurity Intern	SaveTheChildren	Delhi	Remote	4	35000	Design user-friendly interfaces and conduct UX research.	HTML; C++; TensorFlow	HTML	C++	TensorFlow
ML Intern	OpenAI	Lucknow	Onsite	12	40000	Develop machine learning models and optimize pipelines.	Node.js; PyTorch; React; Communication; Angular; JavaScript	Node.js	PyTorch	React	Communication	Angular	JavaScript
Blockchain Intern	OpenAI	Ahmedabad	Remote	6	12000	Design user-friendly interfaces and conduct UX research.	Cloud; Data Analysis; CSS; Finance; TensorFlow; Python	Cloud	Data Analysis	CSS	Finance	TensorFlow	Python
Cloud Computing Intern	Tesla	Kolkata	Remote	10	12000	Work with senior mentors on innovative product solutions.	React; Node.js	React	Node.js
Blockchain Intern	Zomato	Lucknow	Remote	12	5000	Analyze data trends and provide actionable insights.	PowerBI; Finance; PyTorch; Accounting; React	PowerBI	Finance	PyTorch	Accounting	React
AI Intern	Wipro	Bangalore	Hybrid	8	8000	Prototype hardware systems and integrate IoT devices.	Community Work; Node.js; Sensors; Java	Community Work	Node.js	Sensors	Java
Cybersecurity Intern	Zomato	Lucknow	Remote	12	10000	Support digital campaigns and prepare performance reports.	Azure; JavaScript; PowerBI; Arduino; Cybersecurity; Blockchain	Azure	JavaScript	PowerBI	Arduino	Cybersecurity	Blockchain
Marketing Intern	WWF India	Delhi	Hybrid	6	20000	Prototype hardware systems and integrate IoT devices.	Robotics; Azure; Tableau; Machine Learning	Robotics	Azure	Tableau	Machine Learning
AI Intern	TCS	Delhi	Onsite	12	30000	Design user-friendly interfaces and conduct UX research.	Blockchain; Finance	Blockchain	Finance
AI Intern	Tesla	Remote	Hybrid	16	35000	Analyze data trends and provide actionable insights.	SEO; Digital Marketing; C++; HTML; Azure; Data Analysis	SEO	Digital Marketing	C++	HTML	Azure	Data Analysis
Cloud Computing Intern	Ola Cabs	Ahmedabad	Remote	4	20000	Support digital campaigns and prepare performance reports.	Angular; Digital Marketing; AWS; Robotics	Angular	Digital Marketing	AWS	Robotics
Blockchain Intern	Microsoft	Lucknow	Hybrid	10	40000	Develop machine learning models and optimize pipelines.	SQL; Azure; Robotics; Cybersecurity	SQL	Azure	Robotics	Cybersecurity
Data Science Intern	Infosys	Hyderabad	Hybrid	10	5000	Analyze data trends and provide actionable insights.	Finance; Java; Machine Learning; Robotics; Digital Marketing; Tableau	Finance	Java	Machine Learning	Robotics	Digital Marketing	Tableau
Cybersecurity Intern	SaveTheChildren	Ahmedabad	Onsite	16	15000	Develop machine learning models and optimize pipelines.	C++; Python; Node.js; Finance; Java; Community Work	C++	Python	Node.js	Finance	Java	Community Work
Web Development Intern	Accenture	Pune	Onsite	12	30000	Work with senior mentors on innovative product solutions.	Python; Arduino; Blockchain; Angular	Python	Arduino	Blockchain	Angular
Environmental Intern	Ola Cabs	Remote	Onsite	24	8000	Prototype hardware systems and integrate IoT devices.	Azure; Sensors	Azure	Sensors
Data Science Intern	Microsoft	Bangalore	Onsite	4	35000	Help in sustainability and NGO outreach programs.	Azure; Robotics	Azure	Robotics
Cybersecurity Intern	TCS	Kolkata	Onsite	12	25000	Support digital campaigns and prepare performance reports.	Cloud; Sensors; SQL; AWS	Cloud	Sensors	SQL	AWS
Content Writing Intern	OpenAI	Hyderabad	Hybrid	24	10000	Prototype hardware systems and integrate IoT devices.	PyTorch; React; Communication; Java; Node.js	PyTorch	React	Communication	Java	Node.js
Robotics Intern	Ola Cabs	Bangalore	Hybrid	12	30000	Analyze data trends and provide actionable insights.	Finance; PowerBI; Azure	Finance	PowerBI	Azure
Content Writing Intern	Ola Cabs	Remote	Hybrid	24	35000	Work with senior mentors on innovative product solutions.	Tableau; Data Analysis; Accounting; Java; Sensors; Community Work	Tableau	Data Analysis	Accounting	Java	Sensors	Community Work
Data Science Intern	Adobe	Ahmedabad	Hybrid	10	10000	Support digital campaigns and prepare performance reports.	Machine Learning; Accounting; Finance; Node.js	Machine Learning	Accounting	Finance	Node.js
Game Development Intern	OpenAI	Delhi	Remote	10	40000	Assist in real-time project development and research.	PyTorch; TensorFlow	PyTorch	TensorFlow
Robotics Intern	Adobe	Chennai	Remote	8	30000	Develop machine learning models and optimize pipelines.	Python; SQL; Cloud; Azure; Data Analysis	Python	SQL	Cloud	Azure	Data Analysis
Robotics Intern	TCS	Jaipur	Hybrid	6	30000	Support digital campaigns and prepare performance reports.	Deep Learning; Community Work; Azure; Accounting; JavaScript	Deep Learning	Community Work	Azure	Accounting	JavaScript
Robotics Intern	Google	Chennai	Remote	12	20000	Support digital campaigns and prepare performance reports.	TensorFlow; CSS; Data Analysis	TensorFlow	CSS	Data Analysis
Cloud Computing Intern	IIT Bombay	Remote	Onsite	24	12000	Develop machine learning models and optimize pipelines.	Arduino; PowerBI	Arduino	PowerBI
Embedded Systems Intern	Ola Cabs	Chandigarh	Remote	16	25000	Develop machine learning models and optimize pipelines.	Robotics; JavaScript; Accounting; Research; Node.js	Robotics	JavaScript	Accounting	Research	Node.js
Embedded Systems Intern	Wipro	Chennai	Onsite	24	12000	Assist in real-time project development and research.	PyTorch; HTML	PyTorch	HTML
Environmental Intern	IIT Madras	Chandigarh	Remote	10	25000	Design user-friendly interfaces and conduct UX research.	Sensors; Python; Tableau	Sensors	Python	Tableau
AI Intern	Infosys	Lucknow	Remote	10	10000	Work with senior mentors on innovative product solutions.	Cybersecurity; SQL; Azure; Cloud; Deep Learning; Sensors	Cybersecurity	SQL	Azure	Cloud	Deep Learning	Sensors
Data Science Intern	Adobe	Delhi	Remote	6	10000	Develop machine learning models and optimize pipelines.	SQL; Blockchain; Accounting; PyTorch; Node.js; JavaScript	SQL	Blockchain	Accounting	PyTorch	Node.js	JavaScript
ML Intern	Accenture	Chennai	Onsite	12	12000	Support digital campaigns and prepare performance reports.	Angular; Cybersecurity; Arduino; React; Research; Python	Angular	Cybersecurity	Arduino	React	Research	Python
Data Science Intern	Microsoft	Kolkata	Hybrid	10	15000	Support digital campaigns and prepare performance reports.	Arduino; Robotics; Data Analysis; JavaScript; Azure; HTML	Arduino	Robotics	Data Analysis	JavaScript	Azure	HTML
Data Science Intern	Accenture	Jaipur	Remote	24	25000	Analyze data trends and provide actionable insights.	SQL; Machine Learning; Sensors	SQL	Machine Learning	Sensors
Game Development Intern	Flipkart	Mumbai	Onsite	4	25000	Prototype hardware systems and integrate IoT devices.	PyTorch; CSS; Angular	PyTorch	CSS	Angular
UI/UX Intern	OpenAI	Chennai	Hybrid	12	5000	Work with senior mentors on innovative product solutions.	Deep Learning; TensorFlow; Azure; React; Accounting; C++	Deep Learning	TensorFlow	Azure	React	Accounting	C++
Game Development Intern	Adobe	Ahmedabad	Hybrid	24	15000	Prototype hardware systems and integrate IoT devices.	Arduino; Research; C++; Azure; CSS	Arduino	Research	C++	Azure	CSS
Finance Intern	Zomato	Remote	Hybrid	6	20000	Design user-friendly interfaces and conduct UX research.	AWS; Cybersecurity; Accounting; Tableau	AWS	Cybersecurity	Accounting	Tableau
Embedded Systems Intern	Microsoft	Mumbai	Remote	10	15000	Assist in real-time project development and research.	SEO; Cybersecurity; React	SEO	Cybersecurity	React
AI Intern	Microsoft	Delhi	Onsite	16	15000	Assist in real-time project development and research.	Azure; Tableau; PyTorch; React	Azure	Tableau	PyTorch	React
AI Intern	Wipro	Bangalore	Onsite	4	5000	Help in sustainability and NGO outreach programs.	PyTorch; React; JavaScript; Communication; Cybersecurity; Digital Marketing	PyTorch	React	JavaScript	Communication	Cybersecurity	Digital Marketing
Robotics Intern	Adobe	Delhi	Onsite	10	8000	Analyze data trends and provide actionable insights.	Azure; PyTorch	Azure	PyTorch
Cloud Computing Intern	Microsoft	Mumbai	Remote	12	5000	Support digital campaigns and prepare performance reports.	Accounting; HTML; CSS; Communication	Accounting	HTML	CSS	Communication
UI/UX Intern	OpenAI	Remote	Onsite	12	15000	Assist in real-time project development and research.	Sensors; Arduino; Machine Learning; PyTorch; Cybersecurity; Blockchain	Sensors	Arduino	Machine Learning	PyTorch	Cybersecurity	Blockchain
Cybersecurity Intern	Microsoft	Bangalore	Remote	12	12000	Support digital campaigns and prepare performance reports.	Node.js; Cybersecurity; JavaScript; React; Tableau; PyTorch	Node.js	Cybersecurity	JavaScript	React	Tableau	PyTorch
Game Development Intern	Infosys	Chennai	Remote	12	35000	Work with senior mentors on innovative product solutions.	Node.js; Angular	Node.js	Angular
Content Writing Intern	WWF India	Kolkata	Hybrid	16	15000	Design user-friendly interfaces and conduct UX research.	Python; Research; Cybersecurity; Cloud; React	Python	Research	Cybersecurity	Cloud	React
Robotics Intern	Infosys	Chennai	Remote	16	30000	Support digital campaigns and prepare performance reports.	C++; PyTorch; Cloud	C++	PyTorch	Cloud
Finance Intern	Flipkart	Pune	Remote	10	30000	Assist in real-time project development and research.	Accounting; Digital Marketing	Accounting	Digital Marketing
Finance Intern	OpenAI	Pune	Hybrid	10	8000	Develop machine learning models and optimize pipelines.	C++; Angular; Machine Learning; Robotics; Azure	C++	Angular	Machine Learning	Robotics	Azure
Embedded Systems Intern	Tesla	Kolkata	Onsite	6	30000	Assist in real-time project development and research.	Sensors; C++; Communication; Cybersecurity; Machine Learning; Python	Sensors	C++	Communication	Cybersecurity	Machine Learning	Python
Embedded Systems Intern	Amazon	Chennai	Remote	8	40000	Analyze data trends and provide actionable insights.	Deep Learning; SEO; Data Analysis; Community Work; TensorFlow	Deep Learning	SEO	Data Analysis	Community Work	TensorFlow
Business Analyst Intern	Adobe	Pune	Remote	4	30000	Analyze data trends and provide actionable insights.	Node.js; TensorFlow; React	Node.js	TensorFlow	React
Blockchain Intern	Google	Mumbai	Hybrid	8	25000	Analyze data trends and provide actionable insights.	AWS; Node.js; Machine Learning; Digital Marketing	AWS	Node.js	Machine Learning	Digital Marketing
ML Intern	SaveTheChildren	Remote	Hybrid	6	25000	Develop machine learning models and optimize pipelines.	PyTorch; PowerBI; JavaScript; Digital Marketing; Sensors	PyTorch	PowerBI	JavaScript	Digital Marketing	Sensors
Content Writing Intern	WWF India	Remote	Remote	12	15000	Analyze data trends and provide actionable insights.	JavaScript; C++; Arduino; Data Analysis; Tableau; Java	JavaScript	C++	Arduino	Data Analysis	Tableau	Java
UI/UX Intern	WWF India	Hyderabad	Remote	10	20000	Help in sustainability and NGO outreach programs.	Java; Sensors; JavaScript; Node.js; Cloud; Communication	Java	Sensors	JavaScript	Node.js	Cloud	Communication
Robotics Intern	TCS	Jaipur	Hybrid	6	10000	Prototype hardware systems and integrate IoT devices.	TensorFlow; CSS; HTML; Research	TensorFlow	CSS	HTML	Research
Marketing Intern	Adobe	Hyderabad	Remote	4	10000	Support digital campaigns and prepare performance reports.	PyTorch; Python; Node.js	PyTorch	Python	Node.js
Blockchain Intern	Accenture	Kolkata	Onsite	16	5000	Help in sustainability and NGO outreach programs.	PowerBI; Blockchain; Angular; HTML	PowerBI	Blockchain	Angular	HTML
UI/UX Intern	SaveTheChildren	Delhi	Hybrid	6	8000	Develop machine learning models and optimize pipelines.	AWS; Java; SEO; Community Work	AWS	Java	SEO	Community Work
Finance Intern	Zomato	Ahmedabad	Remote	12	10000	Support digital campaigns and prepare performance reports.	TensorFlow; AWS; Node.js; JavaScript; Data Analysis	TensorFlow	AWS	Node.js	JavaScript	Data Analysis
UI/UX Intern	SaveTheChildren	Jaipur	Onsite	8	30000	Assist in real-time project development and research.	C++; Community Work; Accounting; Arduino; Azure	C++	Community Work	Accounting	Arduino	Azure
Blockchain Intern	Google	Mumbai	Onsite	16	10000	Support digital campaigns and prepare performance reports.	Cloud; Digital Marketing; Blockchain; SQL	Cloud	Digital Marketing	Blockchain	SQL
Robotics Intern	WWF India	Jaipur	Hybrid	4	12000	Assist in real-time project development and research.	Community Work; Data Analysis	Community Work	Data Analysis
UI/UX Intern	Accenture	Mumbai	Onsite	6	35000	Support digital campaigns and prepare performance reports.	Sensors; PowerBI; AWS; CSS; Finance; Node.js	Sensors	PowerBI	AWS	CSS	Finance	Node.js
Robotics Intern	Paytm	Lucknow	Onsite	10	15000	Design user-friendly interfaces and conduct UX research.	Community Work; PyTorch; Finance; CSS; Azure; Python	Community Work	PyTorch	Finance	CSS	Azure	Python
Finance Intern	Infosys	Jaipur	Remote	4	30000	Analyze data trends and provide actionable insights.	Deep Learning; Robotics; SQL; Machine Learning; Data Analysis	Deep Learning	Robotics	SQL	Machine Learning	Data Analysis
Business Analyst Intern	WWF India	Chennai	Remote	10	8000	Design user-friendly interfaces and conduct UX research.	Node.js; Cybersecurity; TensorFlow; Blockchain; Cloud; Angular	Node.js	Cybersecurity	TensorFlow	Blockchain	Cloud	Angular
Embedded Systems Intern	IIT Madras	Kolkata	Onsite	10	5000	Work with senior mentors on innovative product solutions.	Accounting; Digital Marketing; Finance; Research	Accounting	Digital Marketing	Finance	Research
Robotics Intern	OpenAI	Pune	Hybrid	8	40000	Help in sustainability and NGO outreach programs.	Finance; C++; PowerBI; Digital Marketing	Finance	C++	PowerBI	Digital Marketing
Data Science Intern	WWF India	Delhi	Onsite	4	5000	Support digital campaigns and prepare performance reports.	Tableau; PowerBI; HTML	Tableau	PowerBI	HTML
Data Science Intern	SaveTheChildren	Pune	Onsite	8	25000	Work with senior mentors on innovative product solutions.	Azure; Tableau; Arduino; Java	Azure	Tableau	Arduino	Java
ML Intern	SaveTheChildren	Chennai	Hybrid	8	35000	Support digital campaigns and prepare performance reports.	PyTorch; JavaScript; Machine Learning; Finance	PyTorch	JavaScript	Machine Learning	Finance
Blockchain Intern	Flipkart	Mumbai	Onsite	6	30000	Design user-friendly interfaces and conduct UX research.	HTML; TensorFlow	HTML	TensorFlow
Blockchain Intern	Google	Ahmedabad	Onsite	6	8000	Assist in real-time project development and research.	TensorFlow; AWS; React; Cloud; HTML; Machine Learning	TensorFlow	AWS	React	Cloud	HTML	Machine Learning
ML Intern	Google	Remote	Remote	24	12000	Assist in real-time project development and research.	PyTorch; Data Analysis; SQL; Finance; Robotics	PyTorch	Data Analysis	SQL	Finance	Robotics
Marketing Intern	Microsoft	Jaipur	Remote	12	40000	Support digital campaigns and prepare performance reports.	PyTorch; PowerBI; Robotics; CSS; Node.js	PyTorch	PowerBI	Robotics	CSS	Node.js
Web Development Intern	Wipro	Mumbai	Remote	4	10000	Work with senior mentors on innovative product solutions.	TensorFlow; JavaScript; Cybersecurity; Python; Finance	TensorFlow	JavaScript	Cybersecurity	Python	Finance
Robotics Intern	Amazon	Lucknow	Hybrid	24	10000	Develop machine learning models and optimize pipelines.	Angular; SEO; Java; PyTorch; C++	Angular	SEO	Java	PyTorch	C++
Content Writing Intern	Amazon	Hyderabad	Onsite	4	15000	Support digital campaigns and prepare performance reports.	Node.js; Azure; Robotics; Communication; Finance	Node.js	Azure	Robotics	Communication	Finance
Web Development Intern	IIT Madras	Delhi	Hybrid	10	10000	Analyze data trends and provide actionable insights.	Java; PyTorch; Angular; CSS; Blockchain; Node.js	Java	PyTorch	Angular	CSS	Blockchain	Node.js
Finance Intern	Infosys	Hyderabad	Hybrid	6	5000	Support digital campaigns and prepare performance reports.	HTML; Azure; Machine Learning; SEO	HTML	Azure	Machine Learning	SEO
Marketing Intern	Adobe	Pune	Onsite	6	20000	Analyze data trends and provide actionable insights.	Java; Research; Python; PyTorch; Angular	Java	Research	Python	PyTorch	Angular
Cloud Computing Intern	IIT Madras	Chandigarh	Remote	16	8000	Prototype hardware systems and integrate IoT devices.	Java; Research; Tableau	Java	Research	Tableau
Marketing Intern	Wipro	Hyderabad	Onsite	10	30000	Design user-friendly interfaces and conduct UX research.	Python; Machine Learning; Tableau; Deep Learning	Python	Machine Learning	Tableau	Deep Learning
Cybersecurity Intern	OpenAI	Pune	Onsite	4	40000	Prototype hardware systems and integrate IoT devices.	CSS; TensorFlow; C++	CSS	TensorFlow	C++
Finance Intern	Tesla	Jaipur	Onsite	4	25000	Prototype hardware systems and integrate IoT devices.	PyTorch; Tableau; TensorFlow; Arduino; SEO; Java	PyTorch	Tableau	TensorFlow	Arduino	SEO	Java
Marketing Intern	Tesla	Pune	Onsite	6	10000	Analyze data trends and provide actionable insights.	Data Analysis; Communication; Cloud; PowerBI; Digital Marketing	Data Analysis	Communication	Cloud	PowerBI	Digital Marketing
Business Analyst Intern	Ola Cabs	Jaipur	Onsite	4	35000	Assist in real-time project development and research.	C++; CSS; Tableau; SQL	C++	CSS	Tableau	SQL
Embedded Systems Intern	Tesla	Chennai	Hybrid	24	12000	Prototype hardware systems and integrate IoT devices.	JavaScript; CSS; Cloud; Machine Learning; Node.js; SQL	JavaScript	CSS	Cloud	Machine Learning	Node.js	SQL
Robotics Intern	Google	Chandigarh	Onsite	4	30000	Develop machine learning models and optimize pipelines.	Sensors; Community Work; Cloud; Blockchain; Tableau	Sensors	Community Work	Cloud	Blockchain	Tableau
ML Intern	Flipkart	Chennai	Hybrid	24	8000	Assist in real-time project development and research.	Azure; SEO; Deep Learning; CSS	Azure	SEO	Deep Learning	CSS
Content Writing Intern	Tesla	Kolkata	Hybrid	24	8000	Help in sustainability and NGO outreach programs.	Community Work; Sensors; Python; Deep Learning; React; Accounting	Community Work	Sensors	Python	Deep Learning	React	Accounting
UI/UX Intern	Flipkart	Bangalore	Onsite	24	20000	Develop machine learning models and optimize pipelines.	Java; PowerBI; Deep Learning; SEO	Java	PowerBI	Deep Learning	SEO
Embedded Systems Intern	Paytm	Delhi	Onsite	6	40000	Prototype hardware systems and integrate IoT devices.	PyTorch; Research; Sensors; Blockchain	PyTorch	Research	Sensors	Blockchain
Marketing Intern	TCS	Chandigarh	Onsite	8	20000	Design user-friendly interfaces and conduct UX research.	Digital Marketing; Azure; PowerBI; C++; AWS	Digital Marketing	Azure	PowerBI	C++	AWS
Game Development Intern	Microsoft	Kolkata	Hybrid	10	30000	Support digital campaigns and prepare performance reports.	Cybersecurity; Arduino; CSS; Robotics	Cybersecurity	Arduino	CSS	Robotics
Web Development Intern	Amazon	Delhi	Hybrid	16	8000	Support digital campaigns and prepare performance reports.	Machine Learning; Community Work; Accounting; CSS; Finance	Machine Learning	Community Work	Accounting	CSS	Finance
Cybersecurity Intern	Accenture	Jaipur	Remote	24	15000	Help in sustainability and NGO outreach programs.	Python; Digital Marketing; JavaScript; Research; AWS	Python	Digital Marketing	JavaScript	Research	AWS
Business Analyst Intern	IIT Madras	Ahmedabad	Onsite	16	15000	Analyze data trends and provide actionable insights.	Robotics; JavaScript; AWS	Robotics	JavaScript	AWS
Robotics Intern	Ola Cabs	Jaipur	Onsite	16	30000	Assist in real-time project development and research.	Java; Finance	Java	Finance
ML Intern	TCS	Pune	Hybrid	8	10000	Prototype hardware systems and integrate IoT devices.	Tableau; TensorFlow; Sensors	Tableau	TensorFlow	Sensors
Embedded Systems Intern	Wipro	Remote	Remote	6	10000	Prototype hardware systems and integrate IoT devices.	SEO; React; SQL; Java; AWS; Node.js	SEO	React	SQL	Java	AWS	Node.js
Embedded Systems Intern	Tesla	Kolkata	Onsite	24	40000	Assist in real-time project development and research.	Finance; SEO; Arduino; Community Work; Machine Learning; Cybersecurity	Finance	SEO	Arduino	Community Work	Machine Learning	Cybersecurity
Environmental Intern	Zomato	Ahmedabad	Remote	12	30000	Help in sustainability and NGO outreach programs.	Arduino; Cloud; Angular; Finance; Digital Marketing; Deep Learning	Arduino	Cloud	Angular	Finance	Digital Marketing	Deep Learning
Data Science Intern	IIT Bombay	Bangalore	Remote	8	35000	Analyze data trends and provide actionable insights.	Angular; Research; Node.js	Angular	Research	Node.js
Data Science Intern	OpenAI	Bangalore	Hybrid	8	12000	Prototype hardware systems and integrate IoT devices.	React; Arduino	React	Arduino
Environmental Intern	Ola Cabs	Ahmedabad	Remote	10	15000	Support digital campaigns and prepare performance reports.	AWS; CSS; SEO; Data Analysis; SQL	AWS	CSS	SEO	Data Analysis	SQL
UI/UX Intern	Ola Cabs	Hyderabad	Onsite	16	8000	Develop machine learning models and optimize pipelines.	Python; Machine Learning; Community Work; Azure; CSS	Python	Machine Learning	Community Work	Azure	CSS
Finance Intern	Microsoft	Ahmedabad	Onsite	12	30000	Support digital campaigns and prepare performance reports.	C++; Machine Learning; PowerBI; Research; Blockchain	C++	Machine Learning	PowerBI	Research	Blockchain
Cloud Computing Intern	Infosys	Ahmedabad	Onsite	8	15000	Help in sustainability and NGO outreach programs.	Finance; TensorFlow; JavaScript	Finance	TensorFlow	JavaScript
Content Writing Intern	Accenture	Chandigarh	Onsite	8	12000	Prototype hardware systems and integrate IoT devices.	CSS; Sensors	CSS	Sensors
Blockchain Intern	Amazon	Jaipur	Onsite	16	40000	Help in sustainability and NGO outreach programs.	Cybersecurity; Communication; Arduino; Node.js; Robotics; Java	Cybersecurity	Communication	Arduino	Node.js	Robotics	Java
Finance Intern	Flipkart	Ahmedabad	Hybrid	16	30000	Support digital campaigns and prepare performance reports.	Machine Learning; Data Analysis; CSS; Tableau; Sensors; Finance	Machine Learning	Data Analysis	CSS	Tableau	Sensors	Finance
Environmental Intern	IIT Bombay	Ahmedabad	Hybrid	10	8000	Analyze data trends and provide actionable insights.	Arduino; Cloud; AWS; CSS; SQL	Arduino	Cloud	AWS	CSS	SQL
Marketing Intern	OpenAI	Hyderabad	Hybrid	4	15000	Assist in real-time project development and research.	Data Analysis; Java; TensorFlow; Robotics; Community Work	Data Analysis	Java	TensorFlow	Robotics	Community Work
Cybersecurity Intern	Adobe	Ahmedabad	Hybrid	10	10000	Assist in real-time project development and research.	PyTorch; Accounting; Community Work; SQL; Cloud	PyTorch	Accounting	Community Work	SQL	Cloud
AI Intern	TCS	Remote	Hybrid	12	20000	Support digital campaigns and prepare performance reports.	Research; Sensors; Arduino; Angular; Blockchain	Research	Sensors	Arduino	Angular	Blockchain
Cloud Computing Intern	Amazon	Ahmedabad	Hybrid	4	25000	Work with senior mentors on innovative product solutions.	TensorFlow; Accounting; Tableau; Cybersecurity; PyTorch; Sensors	TensorFlow	Accounting	Tableau	Cybersecurity	PyTorch	Sensors
Data Science Intern	SaveTheChildren	Lucknow	Onsite	6	35000	Help in sustainability and NGO outreach programs.	Deep Learning; JavaScript; React; PowerBI; Java	Deep Learning	JavaScript	React	PowerBI	Java
Data Science Intern	IIT Madras	Bangalore	Hybrid	10	35000	Prototype hardware systems and integrate IoT devices.	CSS; Java; Arduino; AWS; Node.js; Research	CSS	Java	Arduino	AWS	Node.js	Research
Business Analyst Intern	Amazon	Pune	Remote	6	20000	Design user-friendly interfaces and conduct UX research.	PowerBI; React	PowerBI	React
Business Analyst Intern	IIT Madras	Jaipur	Hybrid	12	40000	Prototype hardware systems and integrate IoT devices.	Blockchain; Data Analysis; Python; Finance	Blockchain	Data Analysis	Python	Finance
Cloud Computing Intern	Infosys	Kolkata	Onsite	12	10000	Analyze data trends and provide actionable insights.	Robotics; Digital Marketing; Arduino; Data Analysis; Java	Robotics	Digital Marketing	Arduino	Data Analysis	Java
Blockchain Intern	Infosys	Chennai	Onsite	4	12000	Assist in real-time project development and research.	Deep Learning; Robotics; Node.js	Deep Learning	Robotics	Node.js
Data Science Intern	Flipkart	Hyderabad	Onsite	6	12000	Work with senior mentors on innovative product solutions.	TensorFlow; Cybersecurity; JavaScript	TensorFlow	Cybersecurity	JavaScript
Marketing Intern	Tesla	Remote	Onsite	6	12000	Design user-friendly interfaces and conduct UX research.	Python; Machine Learning; Robotics; Research	Python	Machine Learning	Robotics	Research
Web Development Intern	Paytm	Jaipur	Hybrid	6	35000	Help in sustainability and NGO outreach programs.	Machine Learning; Java; Sensors; Communication	Machine Learning	Java	Sensors	Communication
Robotics Intern	Amazon	Remote	Hybrid	24	40000	Help in sustainability and NGO outreach programs.	Arduino; React; HTML; Angular; Java; Machine Learning	Arduino	React	HTML	Angular	Java	Machine Learning
AI Intern	SaveTheChildren	Pune	Remote	24	5000	Analyze data trends and provide actionable insights.	Communication; Angular; PyTorch	Communication	Angular	PyTorch
Web Development Intern	Tesla	Chandigarh	Hybrid	10	25000	Design user-friendly interfaces and conduct UX research.	Community Work; React; Python; Research	Community Work	React	Python	Research
Blockchain Intern	Ola Cabs	Delhi	Remote	8	12000	Analyze data trends and provide actionable insights.	Sensors; Node.js	Sensors	Node.js
Robotics Intern	OpenAI	Bangalore	Hybrid	6	25000	Prototype hardware systems and integrate IoT devices.	TensorFlow; PowerBI; Deep Learning; Cloud	TensorFlow	PowerBI	Deep Learning	Cloud
Business Analyst Intern	Google	Bangalore	Hybrid	8	20000	Work with senior mentors on innovative product solutions.	Arduino; Azure	Arduino	Azure
Cloud Computing Intern	Ola Cabs	Remote	Remote	16	35000	Analyze data trends and provide actionable insights.	Deep Learning; Java; HTML; CSS; Sensors	Deep Learning	Java	HTML	CSS	Sensors
Web Development Intern	Microsoft	Mumbai	Hybrid	16	40000	Work with senior mentors on innovative product solutions.	AWS; Data Analysis; Java; Blockchain; Azure; Community Work	AWS	Data Analysis	Java	Blockchain	Azure	Community Work
Cloud Computing Intern	Tesla	Chennai	Onsite	10	15000	Help in sustainability and NGO outreach programs.	Node.js; PowerBI; Community Work; AWS	Node.js	PowerBI	Community Work	AWS
Cloud Computing Intern	TCS	Lucknow	Remote	12	5000	Support digital campaigns and prepare performance reports.	React; Community Work; Cybersecurity; Sensors; Blockchain	React	Community Work	Cybersecurity	Sensors	Blockchain
Content Writing Intern	Paytm	Delhi	Remote	4	30000	Help in sustainability and NGO outreach programs.	Java; React; C++; AWS	Java	React	C++	AWS
Game Development Intern	Wipro	Hyderabad	Hybrid	12	20000	Assist in real-time project development and research.	React; SEO; Robotics; Angular; Finance; Community Work	React	SEO	Robotics	Angular	Finance	Community Work
AI Intern	IIT Bombay	Kolkata	Hybrid	6	12000	Help in sustainability and NGO outreach programs.	TensorFlow; Cloud; CSS; Communication; Digital Marketing	TensorFlow	Cloud	CSS	Communication	Digital Marketing
Embedded Systems Intern	IIT Madras	Mumbai	Remote	6	20000	Work with senior mentors on innovative product solutions.	Research; Communication; PyTorch; CSS; SQL; Robotics	Research	Communication	PyTorch	CSS	SQL	Robotics
