title	organization	location	mode	duration_weeks	stipend_per_month	description	requirements	req_1	req_2	req_3	req_4	req_5	req_6
PMIS Data Engineer Intern	DataNet	Bangalore	Hybrid	16	34000	Design data pipelines, build ETL processes and optimize PMIS data stores for analytics.	ETL, Data Pipelines, SQL, Data Modeling, Python, Performance Tuning	ETL	Data Pipelines	SQL	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	QAHub	Hyderabad	Onsite	8	16000	Plan and run automated and manual tests, log defects and maintain test documentation in Jira.	Testing, Automation, Jira, Test Planning, Scripting, Defect Tracking	Testing	Automation	Jira	Test Planning	Scripting	Defect Tracking
PMIS Configuration Intern	ConfigNet	Chennai	Hybrid	12	20000	Administer PMIS instances, configure modules and manage SharePoint/permission integrations.	Admin, Config, SharePoint, Permissions, User Management, Documentation	Admin	Config	SharePoint	Permissions	User Management	Documentation
PMIS Migration Intern	DataShift	Pune	Onsite	12	22000	Execute data migrations, validate records post-migration and resolve mapping discrepancies.	Migration, ETL, Validation, Data Mapping, SQL, Reconciliation	Migration	ETL	Validation	Data Mapping	SQL	Reconciliation
PMIS & Primavera Intern	TimeWorks	Kolkata	Onsite	16	25000	Monitor schedule health in Primavera P6, perform risk assessments and support baseline management.	Primavera P6, Schedule Health, Risk, Baseline Management, Reporting, MS Project	Primavera P6	Schedule Health	Risk	Baseline Management	Reporting	MS Project
PMIS Power BI Intern	BIDesign	Ahmedabad	Hybrid	12	24000	Develop Power BI dashboards and reports for PMIS; optimize visuals and SQL queries.	Power BI, Dashboard Design, SQL, DAX, Data Modeling, Visualization	Power BI	Dashboard Design	SQL	DAX	Data Modeling	Visualization
PMIS Intern	ProjectCraft	Jaipur	Onsite	12	15000	Support PMO with MS Project schedules, reporting and stakeholder follow-ups.	MS Project, PMO Reporting, Excel, Reporting, Communication, Documentation	MS Project	PMO Reporting	Excel	Reporting	Communication	Documentation
Project Controls Intern	CostEdge	Lucknow	Onsite	16	23000	Assist in budget control, EVM analysis and Primavera schedule updates.	Budget Control, EVM, Primavera, Cost Tracking, Excel, Analytical Skills	Budget Control	EVM	Primavera	Cost Tracking	Excel	Analytical Skills
PMIS Reporting Intern	Signal	Bhopal	Onsite	12	19000	Build and maintain PMIS reports with Power BI and SQL; deliver regular stakeholder reports.	Power BI, Reports, SQL, DAX, Data Visualization, Stakeholder Reporting	Power BI	Reports	SQL	DAX	Data Visualization	Stakeholder Reporting
PMIS Data Integration Intern	Conduit	Patna	Hybrid	12	23000	Implement ETL flows and API integrations to consolidate PMIS project data.	ETL, API Integration, Data Mapping, SQL, Python, Data Quality	ETL	API Integration	Data Mapping	SQL	Python	Data Quality
Project Management Intern (PMIS)	GuideWorks	Chandigarh	Onsite	12	18000	Support project coordination, maintain Gantt schedules and liaise with stakeholders.	Coordination, Gantt, Stakeholder Management, MS Project, Communication, Reporting	Coordination	Gantt	Stakeholder Management	MS Project	Communication	Reporting
PMO Analyst Intern	PMOConnect	Gurgaon	Hybrid	12	21000	Support PMO admin tasks, prepare trackers and dashboards in Excel.	PMO Admin, Reporting, Excel, Data Analysis, Communication, Documentation	PMO Admin	Reporting	Excel	Data Analysis	Communication	Documentation
Project Controls & PMIS Intern	ConstructLine	Noida	Onsite	16	24000	Work on schedule control, EVM and Primavera P6 updates to support projects.	Schedule Control, EVM, Primavera P6, Risk Analysis, Excel, Problem Solving	Schedule Control	EVM	Primavera P6	Risk Analysis	Excel	Problem Solving
PMIS Implementation Intern	ImplementCore	Kochi	Hybrid	12	26000	Support PMIS rollout, conduct trainings and produce implementation docs (Confluence).	Rollout, Training, Documentation, Confluence, Configuration, User Onboarding	Rollout	Training	Documentation	Confluence	Configuration	User Onboarding
PMIS QA Intern	QualityCore	Thiruvananthapuram	Onsite	8	15000	Create and execute test cases, log defects and collaborate with development using Jira.	QA, Test Cases, Jira, Test Execution, Defect Tracking, Attention to Detail	QA	Test Cases	Jira	Test Execution	Defect Tracking	Attention to Detail
PMIS Dashboard Intern	DashCraft	Surat	Hybrid	12	20000	Design PMIS dashboards in Power BI and implement DAX measures for KPIs.	Power BI, Visualization, DAX, KPI Definition, SQL, Data Modeling	Power BI	Visualization	DAX	KPI Definition	SQL	Data Modeling
PMIS Automation Intern	AutoWorks	Vadodara	Onsite	12	30000	Develop automation scripts, integrate APIs and streamline PMIS workflows using Python.	Automation, Python, APIs, Scripting, ETL, CI/CD Basics	Automation	Python	APIs	Scripting	ETL	CI/CD Basics
EVM & PMIS Intern	PlanCost	Nagpur	Onsite	12	20000	Perform EVM and cost forecasting to support project finance and variance analysis.	EVM, Cost Mgmt, Forecasting, MS Project, Excel, Reporting	EVM	Cost Mgmt	Forecasting	MS Project	Excel	Reporting
PMIS Business Analyst Intern	ReqWorks	Indore	Onsite	12	22000	Elicit requirements, produce BPMN process maps and prepare PMIS documentation.	Requirements, BPMN, Excel, Documentation, Stakeholder Communication, Analysis	Requirements	BPMN	Excel	Documentation	Stakeholder Communication	Analysis
PMIS Support Intern	AssistWorks	Dehradun	Onsite	12	14000	Provide user support, create KB articles and deliver user training sessions.	Support, Documentation, Training, Troubleshooting, Communication, Ticketing	Support	Documentation	Training	Troubleshooting	Communication	Ticketing
PMIS Data Engineer Intern	ETLWorks	Mangalore	Hybrid	16	35000	Design and maintain ETL pipelines, data integration and optimize PMIS data stores.	ETL, SQL, Data Integration, Data Modeling, Python, Performance Tuning	ETL	SQL	Data Integration	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	TestWorks	Ranchi	Onsite	8	15000	Support QA activities, write automated tests and manage defects in Jira.	QA, Automation, Jira, Test Cases, Scripting, Defect Tracking	QA	Automation	Jira	Test Cases	Scripting	Defect Tracking
PMIS Configuration Intern	AdminWorksPro	Bhubaneswar	Onsite	12	18000	Configure PMIS systems, manage roles/permissions and administer SharePoint integrations.	System Config, Roles, Permissions, SharePoint, User Management, Documentation	System Config	Roles	Permissions	SharePoint	User Management	Documentation
PMIS Migration Intern	MoveWorks	Guwahati	Onsite	12	22000	Plan and execute data migrations, reconcile records and validate ETL results.	Migration Strategy, ETL, Reconciliation, Data Mapping, SQL, Validation	Migration Strategy	ETL	Reconciliation	Data Mapping	SQL	Validation
PMIS & Primavera Intern	SchedWorks	Shillong	Onsite	16	24000	Manage Primavera P6 schedules, track baselines and perform schedule risk analysis.	Primavera P6, Schedule Mgmt, Risk, Baseline Control, MS Project, Reporting	Primavera P6	Schedule Mgmt	Risk	Baseline Control	MS Project	Reporting
PMIS Power BI Intern	DashWorks	Goa	Hybrid	12	22000	Create Power BI visuals and data models to support PMIS reporting and dashboards.	Power BI, Visuals, SQL, Data Modeling, DAX, Report Design	Power BI	Visuals	SQL	Data Modeling	DAX	Report Design
PMIS Intern	ProjectAxis	Remote	Remote	12	14000	Assist PMO remotely with MS Project schedules, status reporting and documentation.	MS Project, PMO Support, Reporting, Excel, Communication, Remote Collaboration	MS Project	PMO Support	Reporting	Excel	Communication	Remote Collaboration
Project Controls Intern	ControlCore	Delhi	Onsite	16	23000	Support cost control, EVM and Primavera schedule maintenance for projects.	Cost Control, EVM, Primavera, Excel, Cost Tracking, Analytical Skills	Cost Control	EVM	Primavera	Excel	Cost Tracking	Analytical Skills
PMIS Reporting Intern	Vue	Mumbai	Hybrid	12	21000	Develop PMIS reports in Power BI and maintain SQL datasets for reporting.	Power BI, Reports, SQL, DAX, Data Visualization, Stakeholder Reporting	Power BI	Reports	SQL	DAX	Data Visualization	Stakeholder Reporting
PMIS Data Integration Intern	IntegrateWorks	Bangalore	Hybrid	16	32000	Implement ETL pipelines, APIs and ensure data mapping and quality across systems.	ETL, APIs, Data Mapping, Data Quality, SQL, Python	ETL	APIs	Data Mapping	Data Quality	SQL	Python
Project Management Intern (PMIS)	SteerWorks	Hyderabad	Onsite	12	20000	Support planning activities, maintain Gantt charts and coordinate stakeholders.	Planning, Gantt, Stakeholder Comm., MS Project, Reporting, Coordination	Planning	Gantt	Stakeholder Comm.	MS Project	Reporting	Coordination
PMO Analyst Intern	PMOPrime	Chennai	Hybrid	12	23000	Coordinate PMO activities, prepare dashboards and manage resource trackers.	PMO Management, Reporting, Excel, Dashboarding, Communication, Resource Planning	PMO Management	Reporting	Excel	Dashboarding	Communication	Resource Planning
Project Controls & PMIS Intern	ConstructPrime	Pune	Hybrid	16	26000	Support schedule recovery, EVM analysis and Primavera P6 schedule updates.	Schedule Recovery, EVM, Primavera P6, Risk Assessment, Excel, Problem Solving	Schedule Recovery	EVM	Primavera P6	Risk Assessment	Excel	Problem Solving
PMIS Implementation Intern	DeployWorks	Kolkata	Hybrid	12	25000	Lead deployment tasks, deliver user trainings and document setup in Confluence.	Deployment, Training, Confluence, Documentation, Configuration, Change Management	Deployment	Training	Confluence	Documentation	Configuration	Change Management
PMIS QA Intern	TestCore	Ahmedabad	Onsite	8	16000	Execute QA and automated tests for PMIS modules; report defects using Jira.	QA, Test Automation, Jira, Test Cases, Scripting, Defect Tracking	QA	Test Automation	Jira	Test Cases	Scripting	Defect Tracking
PMIS Dashboard Intern	InsightLab	Jaipur	Hybrid	12	20000	Design and maintain PMIS dashboards in Power BI and optimize SQL datasets for KPI reporting.	Power BI, Dashboards, SQL, DAX, Data Modeling, Visualization	Power BI	Dashboards	SQL	DAX	Data Modeling	Visualization
PMIS Automation Intern	ScriptLab	Lucknow	Onsite	12	28000	Develop automation scripts and integrate APIs to streamline PMIS workflows using Python.	Scripting, Automation, Python, APIs, Scripting Best Practices, Debugging	Scripting	Automation	Python	APIs	Scripting Best Practices	Debugging
EVM & PMIS Intern	ValueWorks	Bhopal	Onsite	12	21000	Support EVM calculations, cost forecasting and variance analysis for project portfolios.	EVM, Forecasting, Cost Control, Excel, MS Project, Reporting	EVM	Forecasting	Cost Control	Excel	MS Project	Reporting
PMIS Business Analyst Intern	Clarion	Patna	Hybrid	12	22000	Elicit PMIS requirements, create process maps and support solution design with stakeholders.	Process Mapping, Requirements, Excel, BPMN, Stakeholder Communication, Documentation	Process Mapping	Requirements	Excel	BPMN	Stakeholder Communication	Documentation
PMIS Support Intern	UserCare	Chandigarh	Onsite	12	15000	Provide first-line PMIS support, maintain documentation and deliver user training.	Support, Documentation, Training, Troubleshooting, Ticketing, Communication	Support	Documentation	Training	Troubleshooting	Ticketing	Communication
PMIS Data Engineer Intern	DataSmith	Gurgaon	Hybrid	16	36000	Build ETL pipelines, model PMIS data and manage data warehouse for reporting and analytics.	ETL, Data Warehousing, SQL, Data Modeling, Python, Performance Tuning	ETL	Data Warehousing	SQL	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	QAStudio	Noida	Onsite	8	15000	Create and execute test plans for PMIS modules, automate test cases and log defects in Jira.	Testing, Automation, Jira, Test Execution, Scripting, Defect Tracking	Testing	Automation	Jira	Test Execution	Scripting	Defect Tracking
PMIS Configuration Intern	ConfigStudio	Kochi	Hybrid	12	19000	Configure PMIS modules, manage roles/permissions and maintain SharePoint integrations.	Config Management, Admin, SharePoint, Roles, Permissions, Documentation	Config Management	Admin	SharePoint	Roles	Permissions	Documentation
PMIS Migration Intern	ShiftWorks	Thiruvananthapuram	Onsite	12	22000	Plan and execute PMIS data migrations, validate results and resolve mapping issues.	Data Migration, ETL, Validation, Data Mapping, Reconciliation, SQL	Data Migration	ETL	Validation	Data Mapping	Reconciliation	SQL
PMIS & Primavera Intern	ChronoWorks	Surat	Onsite	16	24000	Manage Primavera P6 schedules, control baselines and perform schedule risk assessments.	Primavera P6, Schedule Control, Risk, Baseline Management, MS Project, Reporting	Primavera P6	Schedule Control	Risk	Baseline Management	MS Project	Reporting
PMIS Power BI Intern	DashSmith	Vadodara	Hybrid	12	23000	Develop Power BI reports and optimized data models to support PMIS KPIs and stakeholder dashboards.	Power BI, Reports, SQL, DAX, Data Modeling, Visualization	Power BI	Reports	SQL	DAX	Data Modeling	Visualization
PMIS Intern	ProjectForge	Nagpur	Onsite	12	14000	Support PMO tasks including MS Project schedule updates and routine reporting.	MS Project, PMO, Reporting, Excel, Communication, Time Management	MS Project	PMO	Reporting	Excel	Communication	Time Management
Project Controls Intern	CostSmith	Indore	Onsite	16	23000	Assist with EVM calculations, budgeting and Primavera schedule maintenance for projects.	EVM, Budgeting, Primavera, Cost Tracking, Excel, Analytical Skills	EVM	Budgeting	Primavera	Cost Tracking	Excel	Analytical Skills
PMIS Reporting Intern	ReportSmith	Dehradun	Hybrid	12	20000	Create and maintain PMIS reports using Power BI/SSRS and manage underlying SQL datasets.	Power BI, SSRS, SQL, Report Development, DAX, Data Visualization	Power BI	SSRS	SQL	Report Development	DAX	Data Visualization
PMIS Data Integration Intern	FlowWorks	Mangalore	Onsite	12	23000	Implement ETL pipelines and API integrations to consolidate PMIS project data across systems.	ETL, API, Data Mapping, Integration, SQL, Data Quality	ETL	API	Data Mapping	Integration	SQL	Data Quality
Project Management Intern (PMIS)	PilotPrime	Ranchi	Onsite	12	20000	Assist project coordination, maintain Gantt schedules and engage with stakeholders for PMIS projects.	Coordination, Gantt, Stakeholder Mgmt, MS Project, Communication, Reporting	Coordination	Gantt	Stakeholder Mgmt	MS Project	Communication	Reporting
PMO Analyst Intern	PMODesign	Bhubaneswar	Hybrid	12	18000	Support PMO reporting, resource trackers and prepare dashboards in Excel/Power BI.	PMO Tasks, Reporting, Excel, Dashboarding, Resource Planning, Documentation	PMO Tasks	Reporting	Excel	Dashboarding	Resource Planning	Documentation
Project Controls & PMIS Intern	ConstructSmith	Guwahati	Onsite	16	24000	Work on schedule control, EVM and Primavera P6 to support project delivery and recovery efforts.	Schedule Control, EVM, Primavera P6, Risk Assessment, Excel, Problem Solving	Schedule Control	EVM	Primavera P6	Risk Assessment	Excel	Problem Solving
PMIS Implementation Intern	DeployPrime	Shillong	Hybrid	12	25000	Support PMIS rollout, user onboarding and prepare Confluence implementation documentation.	Rollout, Training, Confluence, Implementation, Documentation, User Support	Rollout	Training	Confluence	Implementation	Documentation	User Support
PMIS QA Intern	VerifyLab	Goa	Onsite	8	15000	Execute test cases, perform QA verification and report issues through Jira for PMIS modules.	QA, Test Execution, Jira, Test Cases, Defect Tracking, Communication	QA	Test Execution	Jira	Test Cases	Defect Tracking	Communication
PMIS Dashboard Intern	DashPrime	Remote	Remote	12	21000	Design remote-friendly Power BI dashboards, build DAX measures and publish to stakeholders.	Power BI, Dashboards, DAX, Remote Collaboration, SQL, KPI Definition	Power BI	Dashboards	DAX	Remote Collaboration	SQL	KPI Definition
PMIS Automation Intern	AutoPrime	Delhi	Hybrid	12	30000	Develop automation solutions and integrate PMIS systems with APIs using Python and CI practices.	Automation, Python, API Integration, Scripting, CI/CD, Testing	Automation	Python	API Integration	Scripting	CI/CD	Testing
EVM & PMIS Intern	CostPrime	Mumbai	Onsite	12	22000	Support EVM processes, cost analysis and prepare financial forecasts for projects.	EVM, Cost Analysis, MS Project, Excel, Forecasting, Reporting	EVM	Cost Analysis	MS Project	Excel	Forecasting	Reporting
PMIS Business Analyst Intern	Analyze	Bangalore	Hybrid	12	23000	Perform business analysis, produce BPMN diagrams and write user stories for PMIS improvements.	Business Analysis, BPMN, Excel, Requirements, Stakeholder Engagement, Documentation	Business Analysis	BPMN	Excel	Requirements	Stakeholder Engagement	Documentation
PMIS Support Intern	SupportPrime	Hyderabad	Onsite	12	15000	Provide PMIS user support, prepare documentation and deliver training sessions.	User Support, Documentation, Training, Troubleshooting, Ticketing, Communication	User Support	Documentation	Training	Troubleshooting	Ticketing	Communication
PMIS Data Engineer Intern	DataPrime	Chennai	Hybrid	16	34000	Develop ETL processes, manage data integration and support analytics-ready PMIS datasets.	ETL, SQL, Data Integration, Data Modeling, Python, Performance Tuning	ETL	SQL	Data Integration	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	QAInsight	Pune	Onsite	8	15000	Plan and run manual and automated tests, log defects in Jira and maintain test documentation.	QA Testing, Automation, Jira, Test Planning, Scripting, Defect Tracking	QA Testing	Automation	Jira	Test Planning	Scripting	Defect Tracking
PMIS Configuration Intern	ConfigPrime	Kolkata	Hybrid	12	19000	Manage PMIS system configuration, user roles and SharePoint integration tasks.	System Admin, Configuration, SharePoint, Roles, Permissions, Documentation	System Admin	Configuration	SharePoint	Roles	Permissions	Documentation
PMIS Migration Intern	TransitionWorks	Ahmedabad	Onsite	12	22000	Coordinate PMIS migrations, perform ETL and validate migrated records against sources.	Migration, ETL, Validation, Mapping, Reconciliation, SQL	Migration	ETL	Validation	Mapping	Reconciliation	SQL
PMIS & Primavera Intern	TimePrime	Jaipur	Onsite	16	24000	Maintain Primavera P6 schedules, perform risk assessments and support baseline control.	Primavera P6, Scheduling, Risk, Baseline Control, MS Project, Reporting	Primavera P6	Scheduling	Risk	Baseline Control	MS Project	Reporting
PMIS Power BI Intern	BIPrime	Lucknow	Hybrid	12	23000	Build Power BI dashboards and data models to surface PMIS metrics and trend analysis.	Power BI, Dashboards, SQL, DAX, Data Modeling, Visualization	Power BI	Dashboards	SQL	DAX	Data Modeling	Visualization
PMIS Intern	ProjectPrime	Bhopal	Onsite	12	14000	Support PMO tasks including MS Project schedule maintenance and regular reporting.	MS Project, PMO, Reporting, Excel, Communication, Time Management	MS Project	PMO	Reporting	Excel	Communication	Time Management
Project Controls Intern	ControlPrime	Patna	Onsite	16	23000	Assist with cost control activities, EVM and Primavera schedule tracking for projects.	EVM, Cost Control, Primavera, Excel, Cost Tracking, Analytical Skills	EVM	Cost Control	Primavera	Excel	Cost Tracking	Analytical Skills
PMIS Reporting Intern	ReportPrime	Chandigarh	Hybrid	12	20000	Create Power BI reports and dashboards, implement DAX and manage datasets for PMIS reporting.	Power BI, Reporting, DAX, SQL, Data Visualization, Stakeholder Reporting	Power BI	Reporting	DAX	SQL	Data Visualization	Stakeholder Reporting
PMIS Data Integration Intern	IntegratePrime	Gurgaon	Hybrid	12	25000	Implement APIs and ETL to map and integrate data across PMIS applications, enforce data quality.	API, ETL, Data Mapping, Integration, SQL, Data Quality	API	ETL	Data Mapping	Integration	SQL	Data Quality
Project Management Intern (PMIS)	SteerPrime	Noida	Onsite	12	20000	Assist project coordination, maintain Gantt schedules and support stakeholder communication for PMIS projects.	Project Coordination, Gantt, Stakeholder Management, MS Project, Communication, Reporting	Project Coordination	Gantt	Stakeholder Management	MS Project	Communication	Reporting
PMO Analyst Intern	PMOCenter	Kochi	Hybrid	12	18000	Support PMO administration, prepare reports and maintain trackers for project portfolios.	PMO Administration, Reporting, Excel, Trackers, Communication, Documentation	PMO Administration	Reporting	Excel	Trackers	Communication	Documentation
Project Controls & PMIS Intern	ConstructCenter	Thiruvananthapuram	Onsite	16	24000	Work on schedule management, earned value metrics and Primavera updates to support delivery.	Schedule Management, EVM, Primavera, Cost Control, Excel, Analytical Skills	Schedule Management	EVM	Primavera	Cost Control	Excel	Analytical Skills
PMIS Implementation Intern	ImplementPrime	Surat	Hybrid	12	22000	Support PMIS setup, user onboarding and deliver training/documentation using Confluence.	Implementation, Setup, Training, Confluence, Documentation, User Onboarding	Implementation	Setup	Training	Confluence	Documentation	User Onboarding
PMIS QA Intern	AssurePrime	Vadodara	Onsite	8	15000	Create and execute QA test plans, log defects and collaborate with development using Jira.	QA, Test Plans, Jira, Test Execution, Automation (nice-to-have), Defect Tracking	QA	Test Plans	Jira	Test Execution	Automation	Defect Tracking
PMIS Dashboard Intern	DashCenter	Nagpur	Hybrid	12	21000	Design Power BI dashboards, implement DAX and optimize SQL-backed datasets for PMIS KPIs.	Power BI, Dashboards, SQL, DAX, Visualization, Data Modeling	Power BI	Dashboards	SQL	DAX	Visualization	Data Modeling
PMIS Automation Intern	AutoCenter	Indore	Onsite	12	28000	Develop automation scripts and API integrations using Python to streamline PMIS processes.	Automation, Python, API Integration, Scripting, ETL, CI/CD Basics	Automation	Python	API Integration	Scripting	ETL	CI/CD Basics
EVM & PMIS Intern	CostCenter	Dehradun	Onsite	12	20000	Perform EVM calculations, cost forecasting and support project cost management activities.	EVM, Forecasting, Cost Management, MS Project, Excel, Reporting	EVM	Forecasting	Cost Management	MS Project	Excel	Reporting
PMIS Business Analyst Intern	ProcessCenter	Mangalore	Hybrid	12	22000	Elicit and document requirements, create BPMN maps and support PMIS improvements.	Requirements, BPMN, Documentation, Process Mapping, Excel, Stakeholder Communication	Requirements	BPMN	Documentation	Process Mapping	Excel	Stakeholder Communication
PMIS Support Intern	HelpCenter	Ranchi	Onsite	12	15000	Provide first-line PMIS support, troubleshooting, create documentation and deliver training.	Support Desk, Training, Documentation, Troubleshooting, Ticketing, Communication	Support Desk	Training	Documentation	Troubleshooting	Ticketing	Communication
PMIS Data Engineer Intern	DataCenter	Bhubaneswar	Hybrid	16	34000	Design ETL/data pipelines, integrate sources and prepare analytics-ready PMIS datasets.	ETL, Data Pipelines, SQL, Data Modeling, Python, Data Warehousing	ETL	Data Pipelines	SQL	Data Modeling	Python	Data Warehousing
PMIS Testing Intern	QA Center	Guwahati	Onsite	8	15000	Plan and execute manual and automated tests, log defects in Jira and maintain test artifacts.	Testing, Automation, Jira, Test Cases, Scripting, Defect Tracking	Testing	Automation	Jira	Test Cases	Scripting	Defect Tracking
PMIS Configuration Intern	ConfigCenter	Shillong	Hybrid	12	19000	Manage system configuration, user roles and SharePoint integrations for PMIS instances.	Config, Admin, SharePoint, Permissions, User Management, Documentation	Config	Admin	SharePoint	Permissions	User Management	Documentation
PMIS Migration Intern	ShiftCenter	Goa	Onsite	12	22000	Plan and execute PMIS data migrations, validate targets and reconcile discrepancies.	Data Migration, ETL, Validation, Mapping, Reconciliation, SQL	Data Migration	ETL	Validation	Mapping	Reconciliation	SQL
PMIS & Primavera Intern	SchedulerPrime	Remote	Remote	16	25000	Monitor schedules in Primavera P6, assess schedule risk and support baseline control activities.	Primavera P6, Scheduling, Risk Management, Baseline Control, Schedule Health, Reporting	Primavera P6	Scheduling	Risk Management	Baseline Control	Schedule Health	Reporting
PMIS Power BI Intern	BI Center	Delhi	Hybrid	12	23000	Create Power BI dashboards and data models; design visuals and optimize queries for PMIS reporting.	Power BI, Dashboard Design, SQL, DAX, Data Modeling, Visualization	Power BI	Dashboard Design	SQL	DAX	Data Modeling	Visualization
PMIS Intern	ProjectCorePrime	Mumbai	Onsite	12	15000	Assist PMO with MS Project schedules, status reporting and general PMIS support tasks.	MS Project, Reporting, PMO Support, Excel, Communication, Time Management	MS Project	Reporting	PMO Support	Excel	Communication	Time Management
Project Controls Intern	CostCorePrime	Bangalore	Hybrid	16	25000	Support EVM, budget tracking and Primavera schedule maintenance to control project costs.	EVM, Budget Tracking, Primavera, Cost Analysis, Excel, Forecasting	EVM	Budget Tracking	Primavera	Cost Analysis	Excel	Forecasting
PMIS Reporting Intern	ReportCore	Hyderabad	Hybrid	12	20000	Develop Power BI reports, implement DAX measures and manage SQL datasets for stakeholders.	Power BI, Reporting, DAX, SQL, Data Visualization, Stakeholder Reporting	Power BI	Reporting	DAX	SQL	Data Visualization	Stakeholder Reporting
PMIS Data Integration Intern	SyncPrime	Chennai	Hybrid	16	30000	Build ETL processes and API integrations, ensure mapping and data quality across PMIS systems.	ETL, API Integration, Data Mapping, Data Quality, SQL, Python	ETL	API Integration	Data Mapping	Data Quality	SQL	Python
Project Management Intern (PMIS)	OrchestratePrime	Pune	Onsite	12	21000	Assist with project plans, stakeholder management and maintaining Gantt schedules for PMIS programs.	Project Plans, Stakeholder Management, Gantt, MS Project, Coordination, Reporting	Project Plans	Stakeholder Management	Gantt	MS Project	Coordination	Reporting
PMO Analyst Intern	AnchorPrime	Kolkata	Hybrid	12	18000	Support PMO processes, prepare dashboards and manage resource trackers and reports.	PMO Processes, Reporting, Excel, Dashboards, Resource Planning, Documentation	PMO Processes	Reporting	Excel	Dashboards	Resource Planning	Documentation
Project Controls & PMIS Intern	BuilderPrime	Ahmedabad	Onsite	16	26000	Work on schedule recovery, EVM analysis and Primavera updates to support project recovery.	Schedule Recovery, EVM, Primavera, Risk Assessment, Excel, Problem Solving	Schedule Recovery	EVM	Primavera	Risk Assessment	Excel	Problem Solving
PMIS Implementation Intern	PlatformPrime	Jaipur	Hybrid	12	24000	Lead implementation tasks, conduct user training and produce setup documentation (Confluence).	Implementation, Training, Documentation, Configuration, Change Management, User Onboarding	Implementation	Training	Documentation	Configuration	Change Management	User Onboarding
PMIS QA Intern	QualityPrime	Lucknow	Onsite	8	15000	Execute QA test cases, run test automation suits and report defects using Jira.	QA, Test Cases, Jira, Automation, Defect Tracking, Reporting	QA	Test Cases	Jira	Automation	Defect Tracking	Reporting
PMIS Dashboard Intern	DashLab	Bhopal	Hybrid	12	21000	Design Power BI dashboards, create KPI visuals and maintain SQL-backed data models.	Power BI, Dashboards, SQL, DAX, Visualization, Data Modeling	Power BI	Dashboards	SQL	DAX	Visualization	Data Modeling
PMIS Automation Intern	AutoLab	Patna	Onsite	12	28000	Build automation workflows and API integrations using Python to connect PMIS tools and processes.	Automation, Python, APIs, Scripting, ETL, Testing	Automation	Python	APIs	Scripting	ETL	Testing
EVM & PMIS Intern	ValueLab	Chandigarh	Hybrid	12	20000	Carry out EVM and cost management tasks, produce forecasts and variance reports for projects.	EVM, Cost Management, Forecasting, Excel, Reporting, Variance Analysis	EVM	Cost Management	Forecasting	Excel	Reporting	Variance Analysis
PMIS Business Analyst Intern	ClarifyWorks	Gurgaon	Hybrid	12	22000	Perform business analysis, gather requirements and model processes to improve PMIS operations.	Analysis, BPMN, Requirements, Process Improvement, Excel, Stakeholder Engagement	Analysis	BPMN	Requirements	Process Improvement	Excel	Stakeholder Engagement
PMIS Support Intern	UserFirst	Noida	Onsite	12	15000	Provide PMIS user support, troubleshoot issues and author knowledge base articles and guides.	Support, Troubleshooting, Documentation, Ticketing, Training, Communication	Support	Troubleshooting	Documentation	Ticketing	Training	Communication
PMIS Data Engineer Intern	DataBridgePrime	Kochi	Hybrid	16	34000	Design ETL, data warehousing solutions and optimize PMIS datasets for reporting/analytics.	ETL, Data Warehousing, SQL, Data Modeling, Python, Performance Tuning	ETL	Data Warehousing	SQL	Data Modeling	Python	Performance Tuning
PMIS Testing Intern	QAWorksLab	Thiruvananthapuram	Onsite	8	15000	Plan and run automated/manual tests, log defects in Jira and maintain QA documentation.	Testing, Automation, Jira, Test Planning, Scripting, Defect Tracking	Testing	Automation	Jira	Test Planning	Scripting	Defect Tracking
PMIS Configuration Intern	ConfigWorksPrime	Surat	Hybrid	12	19000	Administer PMIS configuration, manage users/roles and maintain SharePoint integrations.	System Admin, Config, SharePoint, Permissions, User Management, Documentation	System Admin	Config	SharePoint	Permissions	User Management	Documentation
PMIS Migration Intern	MovePrime	Vadodara	Onsite	12	22000	Plan and execute PMIS data migrations, validate results and reconcile migrated records.	Migration Planning, ETL, Validation, Data Reconciliation, Mapping, SQL	Migration Planning	ETL	Validation	Data Reconciliation	Mapping	SQL
PMIS & Primavera Intern	ChronoPrime	Nagpur	Onsite	16	24000	Support Primavera P6 schedule maintenance, baseline management and schedule risk assessment for PMIS projects.	Primavera P6, Baseline Management, Risk Analysis, Scheduling, MS Project, Reporting	Primavera P6	Baseline Management	Risk Analysis	Scheduling	MS Project	Reporting
PMIS Power BI Intern	DashPrimeLab	Indore	Hybrid	12	22000	Develop Power BI visuals and reports; maintain data models and optimize queries for PMIS dashboards.	Power BI, Visualization, SQL, DAX, Data Modeling, Performance Tuning	Power BI	Visualization	SQL	DAX	Data Modeling	Performance Tuning
PMIS Intern	ProjectLinkPrime	Dehradun	Onsite	12	15000	Assist PMO with MS Project schedule updates, status reporting and administrative PMIS tasks.	MS Project, PMO Support, Reporting, Excel, Communication, Documentation	MS Project	PMO Support	Reporting	Excel	Communication	Documentation
